Branch	Gene
0	LRRC8A
0	FRRS1L
0	CDK9
1	TXN
0	ODF2
0	KIAA0368
0	TOR1B
0	C9orf78
0	SMC2
0	KLF4
1	TOR1A
0	RALGPS1
0	FAM129B
5	OR1J1
4	OR13C9
0	ST6GALNAC4
0	TMOD1
0	DAB2IP
0	STXBP1
1	SLC2A8
0	ANGPTL2
0	CDK5RAP2
5	ZFP37
0	SLC31A2
0	SLC31A1
0	TLR4
5	ZNF189
0	ALDOB
0	STX17
0	PRPF4
0	FPGS
0	USP20
4	BAAT
2	KIF12
0	ATP6V1G1
0	TEX10
0	GARNL3
2	MRPL50
0	DPM2
0	TSTD2
0	GABBR2
3	HEMGN
0	PSMB7
0	NR5A1
0	C9orf156
0	RABEPK
0	GOLGA1
0	XPA
0	NCBP1
0	ANP32B
4	OR1L4
0	PDCL
0	RPL35
4	CTSV
0	LMX1B
0	ARPC5L
0	ENPP2
0	DSCC1
0	DERL1
0	MYC
1	NOV
4	IL33
5	C9orf123
5	RANBP6
0	POLR1E
0	PLAA
1	IL11RA
0	UBAP2
0	APTX
1	RNF38
0	TLN1
4	CCL21
3	SIT1
5	IFNA21
0	DMRT1
0	DNAJB5
3	SPAG8
2	DCTN3
0	CD72
0	TMEM8B
0	GRHPR
0	HINT2
3	ARHGEF39
4	IGFBPL1
0	DENND4C
0	RPS6
0	CNPY3
0	FOXP4
0	PPIL1
0	KLC4
0	KIF13A
5	ZSCAN9
0	PIM1
0	GMPR
0	FTSJD2
0	TFAP2A
0	SLC22A7
0	YIPF3
2	TMEM14B
0	TMEM63B
0	FRS3
0	TJAP1
0	CAPN11
2	TINAG
0	HCRTR2
0	HIST1H2AB
0	KIAA0319
0	IRF4
0	SLC22A23
0	TUBB2A
0	LRRC1
1	GCM1
0	FOXF2
0	BPHL
0	RIPK1
0	TUBB2B
0	MNF1
3	HMGA1
1	TCF19
0	FLOT1
4	IER3
0	MDC1
5	PGBD1
1	ATAT1
1	TPMT
2	CLPS
1	RNF144B
0	NRM
2	MTCH1
0	VARS2
0	TAF8
0	FAM8A1
3	C6orf52
1	FGFBP1
2	FGFBP2
0	CPEB2
0	FHDC1
0	TLR2
3	MGARP
1	TTC29
0	MYO7A
0	FCHSD2
0	ARRB1
0	SLCO2B1
0	PRKRIR
1	ANKRD42
1	IL18BP
1	NUMA1
0	CCDC90B
0	SYTL2
0	RAB30
0	CREBZF
0	LRRC32
0	PRCP
0	NARS2
0	RNF121
0	MRPL15
0	PI15
0	TTPA
0	GGH
0	SLCO5A1
0	SULF1
0	TGS1
1	SDCBP
0	NEK1
1	DDX60
1	NXPE4
0	SORL1
1	TMPRSS4
0	BUD13
0	TRPC6
1	MMP7
1	MMP27
0	C11orf70
0	DCUN1D5
0	YAP1
0	TRIM29
0	SLC37A4
0	BTG4
0	POU2F3
0	RDX
0	PPP2R1B
0	FDX1
2	C11orf1
3	FXYD6
0	ARHGAP20
4	FXYD2
0	MMP13
0	TMPRSS13
4	CASP1
3	CASP5
0	ALKBH8
0	MAP2K5
0	UNC13C
0	SQRDL
0	CTDSPL2
0	SLTM
0	THBS1
0	MAPKBP1
0	NUSAP1
0	NDUFAF1
0	KIF23
0	ITGA11
2	CASC5
1	HAUS2
0	RTF1
0	PARP6
0	RPLP1
0	PAQR5
0	LRRC49
0	TUBGCP4
0	RMDN3
0	ITPKA
0	UACA
0	SMAD6
0	PLCB2
0	TMEM62
0	PAK6
0	ADAM10
0	SLC28A2
0	STRA6
0	CYP19A1
0	ZNF280D
0	SEMA6D
4	BCL2L10
1	RSL24D1
0	SPTBN5
0	GCOM1
0	GCHFR
0	BCAR3
0	TTLL7
0	FNBP1L
1	CCBL2
0	GTF2B
1	BRDT
0	RABGGTB
0	IFI44L
0	GIPC2
0	ARHGAP29
5	IFI44
0	SLC44A5
1	CLCA2
0	DNASE2B
0	DBT
0	RTCA
0	IFT172
0	EPT1
0	CGREF1
0	HADHB
0	KHK
0	ADCY3
0	PPM1B
0	PNPT1
1	DYNC2LI1
0	LHCGR
0	SMEK2
2	THUMPD2
0	CYP1B1
0	RAB1A
0	ACTR2
0	PREB
0	SLC5A6
0	ABCG5
0	PREPL
0	SLC3A1
0	EMILIN1
0	FBXO11
0	SIX3
3	ATRAID
0	CENPO
0	LRPPRC
0	TRIM54
0	DTNB
1	ACTR1A
0	TMEM180
1	CYP2C8
0	MYOF
0	LOXL4
0	STAMBPL1
0	CH25H
0	LBX1
0	ATAD1
3	BTBD16
0	KIF11
1	CUZD1
0	TACC2
0	DUSP5
0	CALHM2
0	ARL3
0	CEP55
0	KIF20B
0	ENTPD1
0	EXOC6
0	PLCE1
0	RBP4
0	DBR1
0	DNAJC13
1	GPR87
1	ANXA7
0	FAM149B1
0	NCOA4
5	MSMB
0	TIMM23
0	ASCC1
0	PLA2G12B
1	ZNF365
0	OIT3
0	ADAMTS14
0	RPS24
0	TET1
0	DNA2
0	MYPN
0	AOX1
0	ATIC
0	SMARCAL1
0	BARD1
0	STAT4
1	MSTN
1	CARF
0	ASNSD1
0	METTL5
0	SSB
0	NAB1
0	CDK15
0	PPIG
0	FASTKD1
0	MDH1B
0	HECW2
0	IDH1
0	OLA1
0	CIR1
1	SSFA2
0	CHRNA1
0	FAM117B
0	WDR12
0	ABI2
1	ITGAV
0	SLC40A1
0	SLC35A5
0	DIRC2
0	SENP7
1	GUCA1C
3	CCDC54
0	COX17
0	PARP9
0	MNS1
0	USP8
0	SECISBP2L
1	TMOD3
1	SPPL2A
0	GLCE
0	SHF
3	APH1B
0	VWA9
0	CILP
0	PARP16
0	PPCDC
0	HCN4
3	SEMA7A
0	UBL7
0	ARHGAP24
0	FAM13A
0	HERC3
0	HERC6
0	HERC5
0	PCDH10
1	NDST4
1	C4orf21
0	AP1AR
0	COPS4
0	HNRNPD
0	PRKG2
0	RASGEF1B
0	SEC31A
0	FGF5
0	AGPAT9
1	IL21
0	FGF2
0	BBS7
0	KIAA1109
0	BMPR1B
0	RAP1GDS1
1	LARP1B
1	MMRN1
0	PDE5A
0	PRDM5
1	TRPC3
1	NAAA
0	NUP54
4	CXCL9
0	BMP2K
0	G3BP2
1	SEPT11
0	FRAS1
0	SCARB2
0	CCNG2
1	CNOT6L
0	USO1
1	CDKL2
0	SHROOM3
0	ANXA3
0	PPA2
0	CENPE
0	GSTCD
0	INTS12
0	ENPEP
0	CASP6
0	LEF1
0	HADH
0	EGF
0	PAPSS1
0	SEC24B
4	C4orf17
0	PPP3CA
1	SLC39A8
0	MTTP
1	FBN2
0	MAPK8IP3
0	RGS3
0	GUCD1
3	TTLL8
0	RNF185
0	KIAA1644
0	B4GALNT3
1	ERP27
0	ETV6
1	GABARAPL1
0	KIF21A
1	CPNE8
0	YARS2
0	FGD4
0	ALG10
2	PIK3C2G
0	FAM60A
2	PLCZ1
0	AEBP2
0	SLCO1C1
0	METTL20
1	ETNK1
0	ZCRB1
0	TMEM117
0	PRICKLE1
0	C1RL
0	NDUFA9
0	CLSTN3
5	KLRG1
0	VAMP1
0	TAPBPL
3	CD27
1	RBP5
0	PEX5
1	PIANP
0	SLC38A4
1	AMIGO2
0	SCAF11
0	COL2A1
1	PPFIA2
10	ANP32D
1	LLPH
0	LRIG3
0	MARCH9
5	INHBE
0	GLIPR1
0	TPH2
0	PHLDA1
0	TMEM19
1	LGR5
0	PTPRQ
0	DUSP6
0	POC1B
0	TMTC3
0	LUM
0	KERA
0	SNRPF
0	AMDHD1
0	NEDD1
1	SYCP3
0	ASCL1
0	GAS2L3
1	TMEM132B
0	SLC15A4
0	TDG
1	C12orf52
0	SDSL
0	MMAB
0	GLTP
0	GIT2
0	TCHP
0	FAM222A
0	FOXN4
0	NUPL1
0	MTMR6
0	SLC46A3
0	SLC7A1
0	PDX1
0	LNX2
0	SUOX
1	CCDC65
0	SLC39A5
0	TARBP2
0	RDH16
0	DHH
0	ACVRL1
0	GPR84
5	NPFF
1	NABP2
1	N4BP2L1
1	CELA1
0	SMARCC2
0	BRCA2
0	KANSL2
0	CERS5
0	MAP3K12
1	ITGB7
1	GALNT6
0	CSAD
0	LMBR1L
0	C12orf10
0	ESYT1
0	TMBIM6
0	ANKRD52
1	KRT71
1	ZNF740
4	SMIM2
0	WDFY2
0	LPAR6
0	ESD
0	RB1
0	SBNO1
0	MORN3
0	SETD1B
0	VPS33A
0	VPS37B
0	RHOF
0	DENR
0	DIAPH3
0	SLAIN1
0	RBM26
0	SRRM4
0	METTL21C
0	MBNL2
8	RNF113B
0	ZIC5
0	ABHD13
0	RAB20
0	GRTP1
0	CUL4A
1	TTC6
0	SSTR1
1	REM2
0	CBLN3
4	TSSK4
1	NOVA1
0	FITM1
1	MDGA2
0	TMX1
0	FRMD6
1	PELI2
0	RTN1
0	C14orf37
0	SYT16
0	SLC38A6
0	NAA30
4	ADAM21
0	RDH12
0	DCAF5
0	RAB15
0	WDR89
1	ESR2
0	KCNH5
1	STON2
1	EFCAB11
1	GPR65
0	PTGR2
0	JDP2
0	AK7
0	FAM181A
0	SLC24A4
0	FBLN5
1	SERPINA10
3	C14orf79
0	WARS
0	SLC25A47
0	WDR20
0	NIPA2
0	SLC12A6
1	DUOXA1
0	MFAP1
0	TCF12
1	SORD
0	SERF2
0	DUOXA2
0	DUOX2
0	LYSMD2
0	SLC27A2
0	FGF7
0	HDC
0	GCNT3
0	BNIP2
0	GTF2A2
0	SRP14
0	BAHD1
0	DISP2
0	CDAN1
0	TLE3
0	ANP32A
0	COMMD4
0	UBE2Q2
0	PSTPIP1
0	ETFA
2	BCL2A1
0	HMG20A
0	SCAPER
0	TSPAN3
0	WDR61
0	NCOA2
0	NEIL1
0	MAN2C1
0	DNAJA4
0	MESDC1
0	TPM1
0	IGF1R
1	ARRDC4
0	PIF1
0	USP3
0	CYP11A1
0	BBS4
3	PML
1	CYP1A1
0	ADAMTS17
1	LINS
0	ULK3
9	GOLGA6D
0	PCSK6
0	CCDC33
2	CELF6
0	SCAMP2
0	CYP1A2
3	LMAN1L
0	HAPLN3
0	RHCG
0	POLG
0	RLBP1
0	FANCI
0	ABHD2
1	WDR93
0	TICRR
0	NTRK3
0	DET1
0	MFGE8
0	ZNF710
0	UNC45A
0	ST8SIA2
0	MCTP2
0	FURIN
0	IQGAP1
0	CRTC3
0	EFTUD1
1	SH3GL3
1	SEC11A
1	SEPT12
0	GLYR1
1	PMM2
0	SLC5A2
2	ITGAX
0	TGFB1I1
0	C16orf58
0	ARMC5
0	PARN
0	FTO
0	UQCRC2
0	CDR2
1	IGSF6
0	ARHGAP17
1	MYLK3
0	ABCC12
0	NKD1
0	DHX38
0	TXNL4B
0	MARVELD3
3	CHST4
0	ZFHX3
12	CLEC18B
0	CPNE2
1	NLRC5
0	KATNB1
0	KIFC3
0	ADAMTS18
1	NUDT7
0	GCSH
0	CMTM3
5	CMTM2
0	CDH11
4	NOL3
1	MAP1LC3B
0	MBTPS1
0	CDH13
0	ZCCHC14
0	TLDC1
0	ADAD2
2	OSGIN1
0	IRF8
0	RHOT2
0	RPL3L
3	ZSCAN32
0	RPS2
0	NDUFB10
0	PDPK1
3	TIGD7
0	DEF8
0	TCF25
0	GALNS
0	GAS8
0	MED9
0	NCOR1
0	COPS3
0	GID4
5	ZNF287
0	MYOCD
0	KSR1
0	CIRH1A
0	RANBP10
0	CTRL
3	DPEP3
0	GFOD2
0	NOB1
0	PRPSAP2
0	MYO19
0	DDX52
1	RASL10B
0	UNC45B
0	PCTP
4	OR4D1
1	TOM1L1
2	KIF2B
3	C17orf80
0	TOB1
0	VPS53
1	SPATA22
0	SGSM2
0	NPEPPS
0	SKAP1
1	LRRC46
1	SCRN2
0	SSH2
0	RHBDL3
3	SPACA3
0	ARSG
4	ABCA8
0	G6PC3
0	CLTC
3	C17orf64
0	BCAS3
0	PTRH2
1	SS18
1	TAF4B
0	AFG3L2
0	SLMO1
0	IMPA2
0	GNAL
0	SLC39A6
0	RPRD1A
0	GALNT1
1	ASXL3
0	ADCYAP1
0	MEP1B
9	SLC25A52
0	GAREM
0	ESCO1
0	OSBPL1A
0	GATA6
0	GREB1L
0	C18orf8
0	PELP1
0	NPC1
3	SLC14A1
0	ARRB2
0	SLC13A5
1	ZMYND15
0	WRAP53
0	MINK1
0	SAT2
4	ASGR1
0	PIK3R5
0	CCDC40
0	ARHGDIA
0	TMC6
0	SLC16A3
1	CARD14
0	TTYH2
1	RAB40B
0	EIF4A3
0	CSNK1D
0	ANAPC11
0	TBCD
0	FN3KRP
0	NARF
0	RPTOR
0	FOXK2
0	TRIM65
0	CBX8
5	SECTM1
0	RNF157
0	AZI1
0	ZNF750
0	WDR45B
0	CBX4
0	RNF165
0	DYM
0	MAPK4
0	ELAC1
0	MBD1
0	SMAD4
0	TNFRSF11A
0	ZCCHC2
1	FBXO15
0	CBLN2
3	PMAIP1
0	LEPREL4
0	NT5C3B
0	FAM134C
0	PIP4K2B
0	ERBB2
0	GRB7
1	MIEN1
0	PNMT
0	ARL5C
0	STAC2
0	IGFBP4
0	FKBP10
0	TXNL4A
0	CACNA1A
4	hsa-mir-1199
0	SAMD1
0	BRD4
0	SLC39A3
0	NFIC
0	TPGS1
0	PPAP2C
4	ZIM3
0	PRDM15
0	PFKL
0	FEM1A
0	VAV1
3	MVB12A
0	CIB3
0	SH3GL1
0	DUS3L
0	DPP9
3	DMRTC2
0	CCDC97
1	TMEM91
4	ZFP14
0	SIRT3
5	IFITM3
0	ATHL1
0	HUNK
0	COL6A1
3	IFNAR1
0	SOD1
0	COL6A2
0	SIK1
3	DNMT3L
0	TRPM2
0	SCYL1
0	TMEM50B
0	APP
0	DOPEY2
0	URB1
0	AKT1
3	IL19
5	EMP3
0	SAE1
2	NTN5
0	LMTK3
0	GEMIN7
4	CBLC
0	WTIP
0	ADAMTS10
0	SLC6A3
0	RNPEPL1
0	CAPN10
0	MYO1F
0	NLRP12
0	CACNG8
5	ZNF787
0	C19orf52
0	FBN3
0	CARM1
0	EVI5L
0	TM4SF5
0	SLC47A1
0	PSMB6
3	SIGLEC10
4	KLK3
5	ZNF473
0	RPS11
5	PTH2
0	SPIB
0	RPL13A
0	CTU1
0	NOSIP
0	IGLON5
0	RCN3
0	SLC2A5
0	RERE
0	MMEL1
0	C1orf222
0	PRDM16
0	CELA2A
3	PADI3
3	FHAD1
3	PADI1
0	EPHA2
0	ARHGEF19
0	EFHD2
0	PEX14
0	PGD
0	MYOM3
0	SH3BGRL3
0	CNKSR1
0	RPL11
3	IL22RA1
2	ZNF593
0	C1orf216
0	KIAA0319L
0	EVA1B
1	C1orf94
0	DMRTA2
0	PLK4
2	MAP3K6
4	FCN3
0	GPN2
0	SYTL1
0	WDTC1
6	CELA3A
12	NBPF3
0	HSPG2
1	ITGB3BP
0	SERBP1
1	BCL10
0	CYR61
0	PRKACB
0	PIGK
0	TINAGL1
2	ADC
0	RPS8
1	KIF2C
0	PTPRF
0	BEST4
0	MOB3C
0	CYP4B1
2	TMEM61
2	DMRTB1
0	LMO4
0	SYPL2
0	BARHL2
0	MTF2
1	SLC44A3
0	IGSF3
3	ZNF697
0	CTTNBP2NL
0	STRIP1
0	KCNA10
0	PSMA5
0	FNDC7
4	C1orf162
0	PROK1
0	CELSR2
0	ITGA10
0	GJA5
0	GPR161
0	ALDH9A1
0	ATP1B1
0	TIPRL
0	NME7
0	POGK
0	MPC2
0	CREG1
0	DCAF6
3	GPA33
1	RXRG
2	TBX19
0	UCK2
0	TMCO1
4	XCL1
9	XCL2
0	POU2F1
1	MAEL
0	ILDR2
0	DPT
1	MGST3
3	ADCY10
1	RFWD2
1	PVRL4
1	UFC1
0	PPOX
4	FCGR2A
3	NUF2
0	RGS5
1	SDHC
0	PFDN2
1	NR1I3
0	USP21
1	F13B
0	PRCC
5	FCRL5
0	RRNAD1
0	MRPL24
0	PIGM
0	ISG20L2
0	CRABP2
0	HDGF
0	ABL2
0	XPR1
0	RGS16
1	TOR1AIP1
0	FAM163A
0	HMCN1
0	RGL1
1	LYPLAL1
0	LHX9
0	PRUNE
1	RORC
0	TUFT1
0	SF3B4
4	ECM1
0	ZNF687
0	TARS2
0	CGN
0	SNX27
0	SETDB1
0	ADAMTSL4
1	MCL1
1	CTSK
0	RFX5
0	PI4KB
0	PIP5K1A
0	ANP32E
0	FAM63A
0	SELENBP1
0	CERS2
0	ENSA
4	SEMA6C
0	MRPL9
0	ARNT
0	POGZ
4	C1orf56
0	OAZ3
0	HORMAD1
1	GOLPH3L
0	GABPB2
0	IKBKE
0	SYT14
0	KCNH1
0	DTL
0	DYRK3
0	EIF2D
0	INTS7
0	VASH2
0	TAF1A
0	SMYD2
1	SUSD4
0	DUSP10
1	HHIPL2
0	TP53BP2
0	ATP8B2
4	CRNN
0	ADAM15
0	RAB13
5	S100A8
1	TPM3
2	NUP210L
0	SNAPIN
0	SLC27A3
0	UBAP2L
0	SLC39A1
0	HAX1
0	CREB3L4
0	EFNA3
0	AQP10
0	C1orf43
0	GATAD2B
0	ILF2
1	RIT1
0	INTS3
4	PKLR
0	HCN3
4	FLG
0	ACTA1
0	GALNT2
0	TTC13
0	SCCPDH
0	LYST
0	MLK4
0	CEP170
0	ACP1
0	SNAP47
2	SRP9
0	NVL
0	SDE2
0	DEGS1
0	FBXO28
0	ARF1
0	LEFTY2
0	CNIH4
0	ITPKB
0	GUK1
1	CDC42BPA
1	CNIH3
0	C1orf35
0	MBOAT2
0	PARP1
0	PSEN2
4	PYCR2
0	LBR
0	WNT9A
0	EPHX1
0	REN
0	SOX13
0	ETNK2
0	PPFIA4
0	PLEKHA6
0	PTPN7
0	SYT2
0	ARL8A
0	OSR1
1	GDF7
0	PDIA6
0	RHOB
1	ATP6V1C2
0	HNRNPLL
0	GALM
0	CAMKMT
0	ABCG8
0	EML4
0	CALM2
0	CHAC2
0	RPS27A
0	WDPCP
0	VPS54
5	REG3G
0	ASXL2
1	ETAA1
0	SNRPG
0	ABHD1
0	MEIS1
13	TRIM43
0	CIAO1
5	ZNF514
0	SNRNP200
0	MRPS5
0	ANKRD53
1	TPRKB
1	NAT8
0	EXOC6B
0	SFXN5
0	TEX261
0	DQX1
0	ST6GAL2
1	NPHP1
2	MALL
0	THNSL2
0	RALB
0	C1QL2
0	TMEM177
1	NT5DC4
12	RABL2A
0	SLC20A1
0	FBLN7
5	ZC3H8
0	LIPT1
0	CNGA3
11	FAHD2B
4	LYG1
0	AFF3
0	UBXN4
0	NXPH2
0	SPOPL
0	THSD7B
0	GPR17
0	POLR2D
1	AMMECR1L
1	GALNT13
0	PKP4
1	SCN1A
0	SLC4A10
0	SCRN3
0	KIAA1715
1	ZNF385B
0	TMEFF2
0	CDCA7
0	DLX1
0	UBR3
1	PHOSPHO2
0	GULP1
0	FAM171B
0	HSPD1
1	CCDC150
0	METTL21A
0	UNC80
1	PTH2R
0	CPO
0	NBEAL1
1	KANSL1L
1	SPAG16
0	ABCA12
0	SUMF1
0	NYAP2
0	RHBDD1
0	ACKR3
1	TRPM8
0	HES6
0	ESPNL
0	ANKMY1
1	COPS7B
0	DIS3L2
0	CPNE9
0	FANCD2
0	TAMM41
0	VGLL4
1	RAB5A
0	FAM134A
1	CTDSP1
0	RQCD1
0	MARCH4
0	STK11IP
0	GMPPA
0	EAF1
0	CNTN4
1	DYNC1LI1
0	RBMS3
1	GADL1
0	OSBPL10
0	GTDC2
2	ACKR2
0	FAM198A
0	CSRNP1
0	SLC25A38
0	ITGA9
0	SLC22A14
0	GOLGA4
0	CTDSPL
0	STAC
0	IQSEC1
1	CAND2
0	RPL32
0	PTPRG
0	IL17RD
0	SHQ1
0	SLC25A26
0	UBA3
0	ARL6IP5
0	TMF1
0	LRIG1
2	LRTM1
0	RP11-977G19.10
0	LIMD1
4	ZNF660
0	NFKBIZ
0	COL8A1
0	NXPE3
3	GPR128
1	MYH15
0	PHLDB2
0	ABHD10
0	TAGLN3
0	PLA1A
0	RABL3
0	ADPRH
0	IGSF11
0	ATG3
0	NR1I2
0	BOC
0	SRPRB
0	TMEM108
0	AGTR1
1	MED12L
0	EIF2A
0	ALDH1L1
0	OSBPL11
0	TRPC1
0	NCEH1
1	SPATA16
0	LPP
0	KIAA0226
0	AMT
4	TCTA
0	NICN1
2	UCN2
0	VPRBP
0	MANF
0	CCDC39
0	STXBP5L
1	EAF2
0	ILDR1
1	TM4SF19
0	MUC4
0	SLIT2
0	EIF2B5
3	AHSG
0	ECE2
0	VWA5B2
0	DGKQ
0	FIP1L1
2	SLC26A1
0	LYAR
1	CENPC
1	EPHA5
0	CORIN
0	ATP10D
4	OCIAD2
0	SLC10A4
2	SCD5
3	PLAC8
0	ENOPH1
4	CABS1
1	GC
0	TRMT10A
0	KLHL8
1	SNCA
0	PYURF
0	TBCK
0	CAMK2D
0	CISD2
1	DDIT4L
0	ANK2
1	TIFA
0	SPATA5
0	FABP2
0	CCNA2
0	METTL14
0	USP53
0	SETD7
1	NAF1
1	MARCH1
0	SFRP2
0	RPS3A
4	RNF175
0	PDGFC
0	CBR4
1	GLRA3
0	CYP4V2
0	ROPN1L
0	NDUFS6
0	MARCH6
0	NKD2
1	CDH18
0	ADAMTS16
0	SRD5A1
0	MYO10
1	FAM105A
0	RPL37
1	SKP2
1	OSMR
1	UGT3A1
0	PLK2
1	GZMA
0	PIK3R1
0	HAPLN1
0	LHFPL2
1	SSBP2
0	BHMT
2	ANKRD31
0	IQGAP2
0	CRHBP
0	RASA1
1	LIX1
2	GIN1
1	PPIP5K2
0	PAM
0	BDP1
12	GTF2H2
0	SLC30A5
0	BTF3
0	FBXL17
3	SPATA9
4	TSLP
1	TNFAIP8
0	FEM1C
1	COMMD10
1	ATG12
0	MEGF10
1	ADAMTS19
0	YIPF5
0	ARHGAP26
0	CXCL14
2	LECT2
0	SLC25A48
0	DDX46
3	IL9
1	TIMD4
0	RNF145
0	C1QTNF2
0	GABRA6
0	GABRB2
0	FBXO38
3	SPINK7
0	PCYOX1L
0	GLRA1
0	TNIP1
0	G3BP1
5	ZNF300
1	N4BP3
0	NHP2
0	RMND5B
0	BOD1
0	CPLX2
0	TENM2
3	KCNMB1
5	FAM50B
0	MYLK4
4	C6ORF50
4	FAM217A
0	TBC1D7
0	FARS2
0	GFOD1
0	CDKAL1
0	PSD2
0	LRRTM2
0	ZMAT2
3	GFRA3
0	KLHL3
0	DCDC2
5	SLC17A4
5	HIST1H2BA
0	KAAG1
2	TRIM7
0	TRIM41
0	HIGD2A
0	FAM193B
0	PLA2G7
0	TNFRSF21
0	RNF44
0	MUT
0	RASGEF1C
0	DOK3
0	ABT1
3	PPP1R18
0	DAAM2
0	PRIM2
1	MLIP
0	HMGCLL1
0	LGSN
2	FGD2
0	SCUBE3
2	ANO7
0	TTBK1
0	TCTE1
2	RPL7L1
0	NFKBIE
1	CYP39A1
0	TPBG
1	IRAK1BP1
0	PHIP
0	PRSS35
0	MMS22L
0	FAXC
0	GABRR1
0	PNRC1
0	PM20D2
0	RARS2
0	SCML4
0	TBC1D32
0	CLVS2
0	GPR6
0	RNF217
0	RSPO3
0	ARHGAP18
0	TAAR2
0	TAAR6
0	TAAR8
0	ABRACL
0	TAAR1
0	SLC18B1
1	MTFR2
0	SLC2A12
0	SHPRH
0	AIG1
0	DYNLT1
0	TIAM2
0	TMEM181
2	PNLDC1
0	WTAP
0	ZMYM4
0	VIP
0	C6orf211
2	SLC22A3
5	C6orf123
0	VWDE
0	GNA12
1	C7orf50
0	SDK1
0	C7orf26
5	RBAK
0	CREB5
0	FERD3L
0	EGFR
0	IGFBP3
0	PURB
0	IGFBP1
0	SRCRB4D
0	MDH2
10	POMZP3
0	GBAS
7	CCT6A
0	PSPH
8	ZNF92
0	ATXN7L1
0	TMEM168
0	ASB15
0	C7orf43
0	SLC12A9
0	GIGYF1
6	TRIM4
0	MEPCE
0	TMEM209
1	AGBL3
1	STRA8
1	ZC3HAV1L
3	TMEM140
0	TLK2
2	EPHA1
0	NOM1
1	CNPY1
0	NCAPG2
0	ASB10
0	NLGN4X
0	SHROOM2
0	RAB19
0	C7orf55-LUC7L2
0	DENND2A
1	TMEM27
0	SH3KBP1
0	TMEM47
1	LANCL3
0	SYTL5
0	CASK
0	KDM6A
5	SPIN2A
0	MSN
3	AKAP4
1	CCNB3
0	HDAC8
0	SLC16A2
2	CXorf36
5	ZNF157
5	ZNF182
0	CHST7
6	KRBOX4
0	NDUFB11
6	ZNF41
0	RAB41
1	ZMYM3
0	TAF1
0	GPR174
0	NONO
3	CCDC120
0	LPAR4
0	EBP
4	AWAT2
0	OGT
1	SNX12
4	ITGB1BP2
2	IL2RG
0	ACRC
0	ZNF711
5	CPXCR1
0	DIAPH2
3	NXF3
0	RIPPLY1
0	PRPS1
0	CXorf57
0	FRMPD3
1	HTR2C
0	DOCK11
5	IGSF1
4	ARHGAP36
1	GPC3
0	GPR119
0	RBMX
0	MCPH1
0	MFHAS1
0	FBXO25
4	FATE1
6	MAGEA4
0	FAM58A
0	NSDHL
1	ZNF185
0	CETN2
3	GABRQ
0	RPL10
0	CSGALNACT1
1	ATP6V1B2
0	CCDC25
0	HMBOX1
0	CHRNB3
1	CHRNA6
0	BIN3
1	DOK2
0	SLC25A37
0	CHMP7
0	DOCK5
0	STAR
0	PROSC
0	ERLIN2
0	SNTG1
3	PXDNL
0	ST18
0	RGS20
0	TACC1
0	GOLGA7
0	PPAPDC1B
0	GINS4
0	WHSC1L1
1	DNAJC5B
0	CRH
0	TRIM55
0	ADHFE1
1	MRPS28
1	PMP2
0	LACTB2
0	PRDM14
1	TERF1
0	RPL7
1	SLC26A7
1	ATP6V0D2
0	SYBU
0	DPYS
2	MTDH
0	LRP12
0	EBAG9
0	RSPO2
0	POLR2K
0	MAL2
0	EIF3H
0	UTP23
0	NDUFB9
0	TATDN1
0	FAM83A
4	GSDMC
0	FAM135B
4	ZNF7
0	ARHGAP39
0	SLC39A4
0	NAPRT1
0	VLDLR
0	AK3
1	UHRF2
0	NFIB
1	CER1
0	PLIN2
3	IFNA5
1	HAUS6
3	CDKN2B
11	IFNA16
1	CDKN2A
0	C9orf72
4	IFNK
1	ZCCHC7
0	FBXO10
9	SPATA31A3
0	SIGMAR1
12	CBWD5
0	CEP78
0	NTRK2
1	IDNK
0	SHC3
1	AUH
0	HIATL1
0	C9orf3
0	LPPR1
4	OR13C4
0	ZNF462
1	INIP
0	UGCG
4	ACTL7B
0	SNX30
0	STOM
0	GSN
0	MRRF
0	NR6A1
0	CRB2
4	OR5C1
0	ALAD
0	ASTN2
0	WDR31
0	POLE3
0	SURF4
2	GBGT1
0	SURF1
1	SURF2
0	SURF6
0	MED22
0	REXO4
0	RPL7A
0	GTF3C5
0	ASB6
0	PTGES2
0	NTMT1
1	CIZ1
0	SLC25A25
0	SH3GLB2
0	FAM73B
0	PTGES
4	LCN2
1	LRSAM1
0	HMCN2
1	GPR107
1	C9orf142
4	IDI2
0	INPP5E
5	LCN9
0	SEC16A
0	DPH7
0	NOTCH1
0	CACNA1B
0	NACC2
0	PROSER2
0	USP6NL
0	COMMD3
0	MSRB2
0	PDSS1
0	FAM171A1
0	FAM188A
0	SLC39A12
0	TMEM236
0	RSU1
1	ST8SIA6
0	PARD3
8	ANKRD30A
0	ZEB1
0	FAM13C
0	NRBF2
0	A1CF
0	CDHR1
0	LRIT1
0	RGR
0	POLR3A
0	HERC4
0	C10orf11
0	CAMK2G
3	ADIRF
0	GLUD1
0	ANKRD1
1	HTR7
1	RPP30
0	FRA10AC1
0	ADD3
0	HABP2
0	VAX1
0	DNAJB12
0	EIF4EBP2
0	NPFFR1
2	PLEKHS1
0	TCF7L2
0	MKI67
0	CYP17A1
0	INA
4	FUOM
3	LRRC27
0	MTG1
0	NKX6-2
0	PAOX
0	GSTO1
0	TAF5
0	PPRC1
