Branch	Gene
5	SULT1E1
4	ODAM
5	SMR3A
0	CHIC2
1	NMU
0	KIAA1211
0	LAMTOR3
5	PF4V1
0	NFKB1
1	AREG
0	MANBA
0	UBE2D3
0	MAPK10
0	ELF2
1	NDUFC1
0	UCP1
0	TBC1D9
0	ZNF330
0	INPP4B
0	GAB1
0	KLHL2
3	IL2
0	CPE
0	RPL34
0	WFS1
1	ANXA10
0	GRPEL1
0	GAR1
0	FRG1
0	CLCN3
0	AADAT
0	GALNT7
0	DHX15
0	SOD3
0	SEPSECS
0	CPZ
1	TRIM2
0	SLC2A9
0	FBXW7
0	NEIL3
0	TBC1D19
0	CLNK
0	WHSC1
0	SH3D19
0	STIM2
0	NKX3-2
0	MFSD10
0	GLRB
3	BST1
0	RAPGEF2
0	HGFAC
0	SNX25
1	LRP2BP
0	UFSP2
0	KLF3
0	KLHL5
1	FAM149A
0	NCAPG
0	UGDH
0	PPARGC1A
1	DDX25
1	CRYAB
0	DBX1
0	HTATIP2
0	CTSC
1	CCDC34
0	ZBTB16
0	ELP4
1	ZNF259
0	MTCH2
0	FNBP4
0	TECTA
0	SC5D
1	CRTAM
0	C11orf63
0	B3GAT1
0	HSPA8
0	P2RX3
0	VWA5A
3	DNAJC4
0	SIAE
0	SNX15
2	LPXN
0	DTX4
0	ATG2A
0	EHD1
0	OSBP
0	UNC93B1
0	PUS3
0	DCPS
0	SUV420H1
0	FOXRED1
0	PPP6R3
0	NRXN2
4	MS4A6A
7	MS4A4A
0	ST3GAL4
0	CPT1A
0	CCND1
3	CCDC86
0	PRPF19
2	TMEM109
0	CCKBR
0	TRIM3
0	CHORDC1
3	FOLR1
0	ANAPC15
8	FOLR3
0	PANX1
0	ARHGEF17
4	APOA5
0	APOA4
3	APOC3
0	CEP164
0	RNF141
1	KIAA1377
0	EIF4G2
3	IL10RA
0	GALNT18
1	BIRC2
0	UBE4A
0	DDX6
3	UPK2
0	CBL
0	PVRL1
0	HIPK3
0	KIAA1549L
0	FBXO3
0	PDHX
0	SLC1A2
0	COMMD9
3	SLC15A3
2	CD5
0	ACCS
7	SCGB2A2
0	MDK
0	AMBRA1
0	MADD
0	PTPMT1
0	NAA40
0	CARS
0	SLC22A18
0	CD81
0	SLC35F2
5	C11orf21
0	ELMOD1
5	CALCA
0	SOX6
1	C11orf58
2	PITPNM1
0	RPS13
0	AIP
0	NUP98
0	NDUFS8
0	TCIRG1
0	CHKA
1	EXPH5
0	HPS5
0	GTF2H1
1	POU2AF1
0	PTPN5
0	VWF
0	PSMD9
0	PPFIBP1
5	PRPF40B
4	CD69
0	PRDM4
5	CLEC2B
0	COQ5
0	SELPLG
0	CORO1C
0	ASIC1
0	DAO
0	CAPRIN2
8	TSPAN11
0	KCTD10
1	SLC11A2
0	MLEC
0	MVK
0	CSRNP2
0	CAMKK2
0	BIN2
3	IL23A
0	ATP5B
0	PTGES3
2	SYT10
0	BCL7A
0	RSRC2
0	CYP27B1
0	MYF6
0	MYF5
0	LIN7A
5	KRT18
0	ACSS3
0	TENC1
0	GLI1
1	PPM1H
0	METAP2
1	LTA4H
0	ELK3
0	SLC6A12
0	WNT5B
5	MAGOHB
0	TRPV4
0	ITFG2
0	FOXM1
6	PRR4
0	PRMT8
0	PARP11
0	ARPC3
0	GPN3
0	VPS29
0	FGF6
0	MYL2
3	RAD51AP1
0	CUX2
0	SH2B3
3	AKAP3
3	MANSC1
1	KCNA1
0	DUSP16
0	CREBL2
1	ACAD10
0	ALDH2
0	CDKN1B
1	GPRC5D
0	NAA25
0	GSG1
1	SCNN1A
3	LTBR
0	OGFOD2
0	CDK2AP1
3	OAS3
4	OAS2
2	ART4
4	MGP
0	RASAL1
1	ARHGDIB
0	GTF2H3
0	EIF2B1
0	DDX55
1	SLC38A1
0	RERGL
0	ENDOU
0	C12orf49
0	VDR
0	FZD10
0	RFC5
0	STX2
0	GPR133
0	COPZ1
0	TBC1D30
0	CAND1
3	IL26
3	IFNG
1	RAB5B
1	MDM1
0	NUP107
0	CNOT2
0	TIMELESS
0	CPSF6
0	KRR1
0	MRPL51
0	GAPDH
0	NOP2
0	CHD4
2	ACRBP
0	UHRF1BP1L
0	COPS7A
0	ING4
0	GNB3
0	CDCA3
0	CHPT1
0	USP5
0	TPI1
0	GNPTAB
3	SPSB2
0	ENO2
0	ATN1
0	C12orf57
0	PTPN6
0	LPCAT3
0	NT5DC3
0	SLCO1B3
2	APOBEC1
3	NANOG
0	SUDS3
0	GOLT1B
0	GYS2
0	LDHB
0	PRKAB1
0	CMAS
1	HCFC2
0	ST8SIA1
5	CLEC4A
0	C2CD5
0	AICDA
0	RAB35
0	PHC1
1	COX6A1
0	AL021546.6
0	RFX4
0	RIC8B
0	SRSF9
0	FGFR1OP2
5	KLRB1
0	COL12A1
0	BTN3A3
0	TDP2
0	FRK
0	DSE
0	RWDD1
3	RSPH4A
0	MAK
8	TMEM14C
0	PAK1IP1
1	GCNT2
0	SMIM8
0	NEDD9
1	CEP85L
1	ADTRP
1	ASF1A
0	MCM9
0	FAM184A
0	RNGTT
0	MAN1A1
0	GABRR2
0	SERINC1
0	HDDC2
1	TPD52L1
0	HINT3
0	NCOA7
0	FAM65B
0	SASH1
0	UST
5	ULBP1
1	FBXO5
0	MTRF1L
0	PPARD
1	OPRM1
0	FANCE
0	TULP1
3	SLC26A8
0	MAPK14
0	RHAG
2	KCTD20
0	STK38
0	SRSF3
0	SOD2
1	MRPL18
2	IL17A
0	MCM3
0	RNF8
0	PHACTR1
0	MDGA1
0	ICK
0	FBXO9
3	CD83
0	MDN1
1	GLP1R
0	SAYSD1
1	BMP5
0	BACH2
0	RBM24
1	CAP2
3	TREML2
0	ZNF451
0	BAG2
0	RAB23
4	TSPO2
1	FHL5
0	GPR63
0	KHDRBS2
0	FBXL4
0	CCNC
0	PRDM13
1	E2F3
0	PTP4A1
0	SIM1
0	ASCC3
5	HDGFL1
0	BVES
0	COL9A1
0	MED23
0	WASF1
1	GPLD1
0	ALDH5A1
0	AIM1
1	VNN1
1	VNN2
0	ACOT13
0	SMAP1
0	RPS12
0	C6orf62
0	B3GAT2
0	GMNN
0	EYA4
0	SOBP
0	NR2E1
0	SNX3
0	HBS1L
5	TRIM38
0	PEX7
0	ZBTB24
0	FIG4
0	PERP
0	KIAA1244
1	SLC16A10
0	HECA
0	GPR126
0	PHACTR2
0	EPM2A
4	OR12D3
0	SLC39A7
0	CCR6
0	UNC93A
0	SLC22A2
0	PHF1
4	CUTA
0	PACRG
0	QKI
3	C6orf118
0	PDE10A
0	MDFI
0	TFEB
0	SMOC2
2	CCND3
0	BYSL
0	FAM120B
0	TBP
0	GUCA1B
0	PRPH2
0	GLTSCR1L
0	PPP2R5D
0	MRPL2
0	PTK7
0	SRF
0	CUL9
4	DNPH1
0	DUSP22
0	EXOC2
1	COX7A2
0	TMEM30A
0	GMDS
0	SENP6
0	IMPG1
0	VEGFA
0	PRPF4B
0	TTK
0	SLC29A1
0	WISP3
4	BTN2A1
0	LAMA4
0	FAM46A
1	CLIC5
0	FBRSL1
0	ENPP5
3	LY86
0	MEP1A
0	TBX18
0	ERBB2IP
0	PCDHB2
2	HARS2
0	NUDT12
3	CEP72
1	MAN2A1
0	SEMA5A
0	C7
0	PAPD7
0	GHR
0	HMGCS1
1	DAP
0	NME5
0	BRD8
0	KIF20A
0	NNT
0	MRPS30
0	HSPA9
0	MRPS27
0	PFDN1
0	HBEGF
1	SLC4A9
0	LOX
0	GZMK
0	CDH9
0	APBB3
0	TMCO6
0	SPARC
0	IK
0	HMGCR
0	COL4A3BP
0	FAF2
0	HAND1
0	PCDHB3
0	PCDHB5
0	PCDHB6
0	PCDHB7
0	PDE8B
0	CLK4
0	PCDHB15
3	HAVCR1
0	GRM6
0	ITK
0	RNF130
0	THG1L
0	ARSB
0	CLINT1
0	THBS4
0	CNOT6
3	IL12B
3	BTNL8
0	TTC1
0	MSH3
0	RASGRF2
0	GABRG2
0	CCNG1
0	POLR3G
0	DROSHA
0	CDH6
1	LMNB1
0	ARRDC3
0	GOLPH3
0	SUB1
0	NPR3
0	FAM172A
0	SLC27A6
0	TARS
0	IRX4
0	LNPEP
0	PDE4D
0	RAD1
0	BRIX1
0	AGXT2
0	PRLR
2	SLC12A7
3	IL4
0	RAD50
3	IL5
1	ST8SIA4
0	GNPDA1
0	PCDH12
0	SKP1
0	NUP155
0	PPP2CA
0	FGF1
0	NR3C1
0	C5orf15
0	PPWD1
1	LIFR
0	TRIM23
0	TRAPPC13
1	C9
0	SEC24A
0	TXNDC15
0	TTC33
0	RARS
0	WWC1
0	H2AFY
0	TCERG1
0	DPYSL3
0	SMAD5
0	CSNK1A1
0	HMGXB3
0	ERGIC1
0	PDGFRB
0	CDX1
1	ATP6V0E1
0	BNIP1
0	STC2
0	CPEB4
0	HRH2
0	DBN1
0	ZNF346
0	UNC5A
0	EHHADH
0	CNTN3
0	SMC4
1	SELK
0	ACTR8
0	TBCCD1
2	TIMMDC1
0	CRBN
3	KNG1
3	HRG
0	BCL6
0	HGD
1	CLDN16
0	ARL6
0	NPHP3
4	CD86
0	AMOTL2
0	NIT2
4	FAM162A
0	OGG1
1	KPNA1
0	PCCB
0	UBE3A
0	ARMC8
0	CEP70
0	RBP2
0	RBP1
0	SLC25A36
0	GRK7
0	RNF7
1	TFDP2
0	XRN1
1	KAT2B
1	BCHE
1	SERPINI2
0	PDCD10
1	LRRC31
2	WNT5A
0	PFKFB4
0	COL7A1
1	FGF12
0	PRKAR2A
0	HES1
0	USP4
0	ACAP2
0	ECT2
0	GNAT1
0	GNAI2
0	TFG
0	HYAL1
0	TUSC2
0	NPRL2
0	RPL24
0	CYB561D2
2	C3orf14
0	FXR1
0	CBLB
0	BBX
0	IFT57
0	GNB4
3	HHLA2
1	IQCG
0	GBE1
4	MORC1
0	UMPS
0	NCBP2
0	SNX4
3	C3orf52
0	FRMD4B
2	SLC41A3
8	ROPN1B
1	PLXNA1
0	ATP6V1A
0	ABTB1
0	PODXL2
1	UPK1B
0	CSPG5
0	KLHL18
0	SCAP
0	EFCC1
0	KIAA1257
1	NEK11
1	MRPL3
4	PLSCR4
3	HEMK1
0	CISH
0	MAPKAPK3
0	ACVR2B
0	WDR48
1	COMMD2
0	GORASP1
0	PEX5L
0	RRP9
0	ABCC5
1	AADAC
0	ABHD14B
1	EIF1B
0	ABHD14A-ACY1
0	ARHGEF26
0	KLHL24
0	PLCH1
0	VIPR1
1	DNAH1
0	SSR3
0	ZBTB47
0	TNNC1
0	NKTR
0	CLCN2
0	FOXP1
0	EIF4G1
0	SPCS1
0	NEK4
0	SLC4A3
0	INO80D
0	EEF1B2
0	ADAM23
0	DGUOK
0	MOB1A
0	KANSL3
0	LMAN2L
0	RTKN
0	TTL
3	IL1A
3	CCL20
0	PIKFYVE
0	KCNIP3
3	FAHD2A
0	NCL
0	ACTR1B
0	SLC35F5
0	ZAP70
0	ACTR3
0	STEAP3
0	EPB41L5
0	TFCP2L1
0	SF3B14
0	TP53I3
0	DNAJC27
0	POMC
0	STAM2
0	OTOF
0	GPD2
1	CENPA
1	CYTIP
0	ACVR1
0	TANC1
1	SLC30A3
0	MPV17
0	GTF3C2
0	EIF2B4
0	NRBP1
0	ITGB6
0	FNDC4
0	ITGA4
0	PSMD14
0	SNX17
0	GPR75-ASB3
0	PPM1G
1	PDE1A
0	REEP6
1	PCSK4
1	GCG
0	APC2
0	IFIH1
0	RPS15
1	GCA
0	INO80B
0	MOGS
0	TTC31
0	NDUFS7
0	PCGF1
0	GRB14
0	CLIP4
4	TLX2
0	SPTBN1
0	AUP1
1	RTN4
0	HTRA2
0	LOXL3
0	DOK1
0	GALNT3
0	POLE4
0	TACR1
0	CCDC88A
0	ACADL
0	EVA1A
0	MRPL19
0	LANCL1
0	WDR75
0	EFEMP1
8	REG1A
1	FANCL
0	FN1
0	STAT1
0	GLS
0	PAPOLG
0	DNAH6
0	PECR
0	UNC50
0	IGFBP2
0	ELMOD3
0	IGFBP5
0	USP34
1	EFHD1
0	KCNJ13
0	CCT4
0	GGCX
2	NEU2
0	EHBP1
0	OTX1
0	TXNDC9
0	COQ10B
6	GNLY
0	SF3B1
0	ST3GAL5
0	CHST10
1	PDCL3
0	MOB4
0	HSPE1
1	KDM3A
0	PLCD4
0	CHMP3
0	ZNF142
3	IL1R2
1	PRKAG3
0	SMYD1
1	IL1R1
0	WNT6
2	IL1RL2
2	IL1RL1
1	IL18R1
1	IL18RAP
0	SLC9A2
0	FHL2
0	MLPH
0	CNPPD1
0	UXS1
0	ABCB6
0	STK16
0	SLC5A7
0	HDLBP
0	PPP1R7
0	PASK
0	STK25
0	TPO
0	PROC
0	ID2
1	TAF1B
1	HPCAL1
0	ODC1
0	BIRC6
0	NOL10
0	PLEKHB2
0	GORASP2
0	STRN
0	CEBPZ
0	PRKD3
0	DCAF17
0	QPCT
0	RAB3GAP1
0	SLC25A12
1	RMDN2
0	DLX2
0	LCT
0	DARS
0	SRSF7
1	SDC1
1	PLCL1
0	SLC1A4
0	SOS1
1	KYNU
0	WIPF1
0	ORC2
0	COX7A2L
0	PNO1
0	ORC4
0	PLEK
0	RND3
0	ATF2
0	THADA
0	AAK1
0	TRAK2
0	C2orf42
0	TIA1
0	PCYOX1
0	KISS1R
0	EPAS1
0	ARID3A
0	SUMO1
3	CD207
0	GRIN3B
1	VAX2
0	ATP6V1B1
0	NFE2L2
0	MSH6
1	PLEKHA3
0	SPR
0	EPHA4
0	PARD3B
0	FARSB
1	ALMS1
0	BCL9
0	PRRX1
0	DHCR24
0	DNAJC16
0	MARK1
0	TNR
0	GPX7
0	CACYBP
0	SCP2
0	TPSG1
0	PAPPA2
0	RALGPS2
0	ANGPTL1
0	CEP104
0	FAM20B
0	TCEANC2
0	TMEM59
0	LRRC42
0	WRAP73
1	NPHS2
0	MRPL37
0	ICMT
0	RPL22
0	CHD5
0	QSOX1
1	STXBP3
0	PHF13
0	ERRFI1
0	PARK7
0	KIAA1324
0	AMPD2
0	SRSF4
0	MECR
0	KCNC4
0	EDEM3
0	WDR77
0	ATP5F1
0	RAP1A
0	HDAC1
0	CAPZA1
2	S100PBP
0	RNF19B
0	SCAMP3
0	TRIM62
0	ASH1L
0	DLGAP3
0	SFPQ
0	RHOU
0	GON4L
0	ARHGEF2
0	LAMTOR2
0	MEF2D
0	DOCK7
0	SRM
10	DLEU2L
2	FBXO2
3	FBXO6
1	C1orf21
2	SWT1
0	MAD2L2
0	DNAJC6
1	LEPR
0	IVNS1ABP
0	KIAA2013
0	MFN2
0	PRG4
3	MIIP
0	SMG7
0	NCF2
0	PDC
0	SLC35D1
0	PLA2G4A
0	GADD45A
7	PRAMEF1
5	PRAMEF12
0	WLS
0	PRDM2
1	RGS2
0	RPE65
0	TROVE2
0	AMPD1
0	UCHL5
0	BCAS2
0	SRSF11
0	CTH
0	AGMAT
0	OLFML3
0	TNNI3K
12	CFHR3
0	PLEKHM2
0	CRYZ
0	PHTF1
0	ZBTB17
4	CD58
0	TFAP2E
4	CD2
0	TTF2
0	NR5A2
0	KIF21B
0	TMEM9
0	ADPRHL2
0	MAP7D1
0	WARS2
0	HAO2
0	OSCP1
0	MRPS15
0	EXOC8
0	GNPAT
0	TSNAX
1	C1orf109
0	RRAGC
1	TBCE
0	NID1
0	LGALS8
0	NT5C1A
0	HPCAL4
0	MTR
5	BMP8B
0	MYCL
0	SIPA1L2
0	ZP4
0	RLF
0	KMO
5	ZNF684
0	KCNQ4
0	RIMS3
0	AKT3
1	ETV3
0	ACADM
0	ST6GALNAC5
5	SLAMF1
5	CD48
0	LPHN2
0	PADI2
0	SDHB
0	MFAP2
0	RPF1
0	KDM5B
0	UAP1
3	ACTL8
0	CTBS
1	RGS4
0	KLHL12
0	IGSF21
0	SSX2IP
0	ZNHIT6
3	PLA2G2D
0	RBBP5
3	GBP1
0	KIF17
8	GPR89A
0	CDK18
2	RAB7L1
4	CD160
0	TXNIP
0	ECE1
0	HMGCL
0	GALE
0	ID3
3	CR2
0	PRPF3
0	APH1A
0	LEPRE1
0	SLC2A1
0	EBNA1BP2
0	CDC20
2	MPL
0	ARTN
0	IPO13
0	ATP6V0B
0	B4GALT2
1	ERI3
0	PTCH2
0	AKR1A1
0	PRDX1
0	PIK3R3
0	TSPAN1
0	BLZF1
1	CCDC181
0	SLC19A2
0	FAAH
0	NSUN4
1	TMED5
3	MROH9
0	DR1
1	FMO6P
0	CNN3
0	PRRC2C
3	F3
0	ABCD3
1	VAMP4
0	DPH5
1	FASLG
0	PTBP2
3	TNFSF4
0	PRDX6
0	DARS2
1	HSD11B1
0	IRF6
0	DIEXF
0	LPPR5
0	LPPR4
0	SERPINC1
0	RCAN3
0	SYF2
2	C1orf63
0	SLC35A3
0	RCOR3
0	STMN1
0	MTFR1L
0	MAN1C1
0	NEK2
0	RPS6KA1
0	DHDDS
0	NENF
1	NSL1
0	PROX1
0	ARID1A
0	CENPF
0	RPA2
0	PPP1R8
0	STX12
3	MARC2
0	SLC5A9
0	OSBPL9
2	TXNDC12
0	ESYT2
3	CD3EAP
0	MESDC2
0	RCN2
0	CHRNB4
0	MUC5B
0	CTSD
0	COLEC11
0	STAG1
1	A4GNT
0	STK11
0	KMT2A
0	TREH
0	IFT46
1	MMP8
1	APOA1
2	ZNF541
0	SLC8A2
0	KPTN
0	RPS25
0	KIF14
0	TNNT2
0	DDX59
0	CAMSAP2
0	ATF6
0	CRYGD
1	MREG
4	TNP1
0	FASTKD2
0	NRP2
0	CREB1
0	KLF7
1	TTR
0	B4GALT6
0	C1orf54
0	CA14
0	CASC1
0	LRMP
1	ATP10B
0	SPCS2
1	USP35
0	ELOVL4
0	FILIP1
1	HMGN3
1	UBE3D
0	CNR1
2	SPACA1
0	ANKRD13C
0	SGIP1
0	PHF3
3	ZC2HC1B
0	ADGB
2	PLAGL1
0	FBXO30
0	TNFAIP3
1	AKAP7
0	RAB32
0	MYB
0	ALDH8A1
0	SGK1
0	RNF146
0	CTGF
0	TCF21
1	PMFBP1
0	FBXL5
0	MED28
1	SLC16A7
0	TMEM5
8	ZNF430
0	VAMP8
0	DCLRE1B
0	MYL12B
0	FOXO3
0	ARMC2
4	GHRH
0	RPN2
0	TGIF2
0	CASQ2
1	OLFM3
0	PKD2
0	ABCG2
3	SPP1
0	FAM47E-STBD1
0	CCNI
0	MFSD1
0	RAB3GAP2
0	FAM86A
0	PPL
0	UBN1
0	KLF12
0	UCHL3
0	PCDH17
1	HS1BP3
1	C2orf43
0	WDR35
0	CCND2
1	FGF23
0	ELL2
0	DNAH7
0	CYP20A1
0	NDUFB3
0	GTF3C3
0	SATB2
0	UBE2B
0	TRPM6
0	GDA
1	KLF9
0	TJP2
1	C2orf40
0	ITGB1BP1
0	CPSF3
1	PIGZ
0	SENP5
0	CCDC92
0	C1orf198
0	TRIM67
0	HEATR1
1	PTBP3
0	RAD23B
0	FKBP15
0	CTNNAL1
0	FAM206A
0	WDR34
0	SET
0	PPP2R4
0	GLE1
0	RAB14
1	CNTRL
0	TRIM32
0	FBXW2
0	PHF19
0	NEK6
0	BSPRY
0	PPP6C
0	NDUFA8
0	HDHD3
0	RBM18
0	SLC46A2
0	HSDL2
0	MAPKAP1
0	NR4A3
0	INVS
0	GALNT12
0	DENND1A
0	ALG2
1	CSF3R
0	KDSR
0	VPS4B
0	ONECUT2
0	C19orf25
2	ZBTB45
0	YLPM1
0	DCAF4
0	PROX2
0	VSX2
0	FCF1
0	PGF
5	IFI27L2
0	CCDC176
0	NEK9
0	ACYP1
0	IFT43
0	NPC2
0	DNAL1
0	IRF2BPL
0	ACOT2
0	LTBP2
0	AREL1
0	MLH3
0	TTLL5
0	FLVCR2
0	ABCD4
0	DLST
0	PPP4R4
0	TGFB3
1	ZC2HC1C
0	SLIRP
0	RBM25
0	ALDH6A1
0	GPR68
0	ESRRB
0	EIF2B2
0	NRDE2
0	COQ6
0	ZNF410
0	RHOQ
0	GPR75
0	SUPT7L
0	KLHL29
0	DNMT3A
0	TMEM214
0	ATAD2B
0	FKBP1B
0	ATL2
0	YPEL5
0	FAM98A
0	YIPF4
0	AFTPH
0	LGALSL
0	CNRIP1
0	BCL11A
1	CRIPT
1	EPCAM
0	SLC17A5
0	OGFRL1
1	FAM178A
0	IDE
0	TECTB
1	ELOVL3
5	IFIT3
0	NKX2-3
5	IFIT2
0	GPAM
0	CUTC
0	PPP1R3C
0	PYROXD2
0	CNNM1
0	MXI1
0	SMNDC1
1	C10orf88
0	HELLS
0	PRLHR
2	TCTN3
0	FAM45A
0	WDR11
0	C10orf76
0	KCNIP2
0	CCDC147
0	GOT1
0	CPN1
3	C10orf95
0	SFRP5
0	GNA13
0	HOXB8
0	KANSL1
0	HOXB5
0	CRHR1
0	HOXB3
0	HOXB1
0	DUSP1
1	PANK3
0	MSX2
1	TEK
0	RCL1
1	CAAP1
4	EQTN
1	MOB3B
5	INSL6
7	INSL4
3	MLANA
2	CD274
3	IFNA6
3	IFNA8
0	GRIA2
0	NUP43
1	MTHFD1L
0	LRP11
1	CCDC170
0	PCMT1
0	PLEKHG1
1	MYCT1
0	CXorf21
5	MAGEB4
1	CYSTM1
0	WDR55
0	ARAP3
0	PCDHB8
0	PCDHB10
0	PCDHB14
0	PCDHB12
6	SLC25A2
0	TNN
0	MRPS14
0	CENPL
3	TNFSF18
1	SEC16B
0	GORAB
4	GPR31
0	ACAT2
0	TCP1
0	TTLL2
0	SNX19
0	KCNJ5
0	MSANTD2
4	TP53AIP1
0	TEX11
0	ARR3
0	PDZD11
0	SLC10A7
0	NUDCD1
1	ENY2
0	MASTL
0	KIAA1217
3	LYZL1
1	PLXDC2
0	EPC1
0	IQSEC3
0	CCDC77
0	TAF12
1	ENOX1
2	TNFSF11
0	MTRF1
5	SPG20OS
1	SOHLH2
1	DNAJC15
0	PROSER1
1	WBP4
1	ELF1
0	SMAD9
1	HSPH1
0	KBTBD7
0	ALG5
0	EXOSC8
0	ETF1
0	TGFBI
0	FAM53C
0	SIL1
2	PAIP2
1	MYOT
0	KDM3B
0	EGR1
0	SERP1
1	PLS1
5	ZFP30
0	NR2C1
0	UTP20
0	TMPO
0	ARL1
0	GLT8D2
0	MTERFD3
0	SOCS2
0	NFYB
0	CCDC53
0	APAF1
0	DUSP4
0	CLU
2	TNFRSF10B
0	SORBS3
0	PTK2B
0	CHRNA2
0	ADRA1A
0	PPP3CC
0	PDLIM2
1	EPHX2
0	RNF170
3	NPPB
0	UBIAD1
0	TARDBP
3	TNFRSF8
10	PRAMEF2
0	ZNF706
0	LYPLA1
0	CRISPLD1
0	COPS5
0	RDH10
3	EPX
0	AKAP1
0	COIL
0	TRIM25
0	SCPEP1
0	SPOP
0	TBX2
0	SLC35B1
0	TBX4
0	DYNLL2
1	TEX14
0	FAM117A
0	NCAPH
0	LRAT
0	KIAA0922
0	MND1
5	TRIM6
3	ABCC11
0	PAPD5
0	ADCY7
0	CEP89
0	TSHZ3
0	ECHDC2
1	TAS2R8
0	PLBD1
2	TAS2R10
6	PRB2
0	PYROXD1
0	IAPP
1	KCNJ8
1	TAS2R7
5	TAS2R9
9	RP11-408E5.4
0	PSPC1
4	ZNF549
5	A1BG
5	ZSCAN18
4	ZNF211
0	PDZRN3
2	RGSL1
0	LHX4
0	RNF2
0	TRMT1L
0	SEC22A
3	CSTA
4	DPPA4
0	POPDC2
0	B4GALT4
0	NAA50
4	CD80
0	KIF18A
0	GJA8
0	DESI2
0	MAPK8IP1
0	CRY2
0	PEX16
0	DEPDC7
0	CAT
3	PILRB
0	ZMYM2
0	GJB6
0	GJA3
0	TBC1D15
0	BAI2
0	ZCCHC17
0	FABP3
0	KHDRBS1
0	TMEM39B
3	ACKR5
0	CCR2
0	RNF115
0	POLR3GL
0	GHSR
1	TNFSF10
1	ZNF639
0	SLITRK3
0	PIK3CA
0	PDS5A
3	TMEM156
0	LIAS
0	CPXM2
0	TMEM54
0	CSMD2
1	HPCA
1	LRIF1
1	ADORA3
0	CLCC1
0	GPSM2
0	GTDC1
0	CXCR4
0	ZRANB3
0	ACVR2A
0	POLK
0	SV2C
0	FLT3
0	RPL21
1	MTIF3
1	GTF3A
0	RASL11A
0	UBL3
2	FYTTD1
0	MTERFD2
0	XPNPEP2
0	SASH3
0	OCRL
6	PAEP
0	MRPS2
1	TBX22
0	FMOD
0	MYOG
3	LAX1
0	PLG
0	KIAA1191
0	COPA
3	CD244
3	LY9
0	HS3ST2
0	RBBP6
0	ZC3H7A
5	PRM2
0	SERAC1
0	ANXA11
0	LDB3
0	OPN4
0	FAM35A
0	FAM213A
3	ZNF205
0	NAA60
0	RPL5
1	ODF2L
1	PTGFR
0	TRMT13
0	LRRC39
1	RWDD3
0	ZNF644
1	CCDC18
0	RPAP2
0	PQLC1
13	NBPF14
0	BBS9
0	PMS2
0	ZMIZ2
11	OCM
0	SEPT7
0	EEPD1
1	KIAA0087
0	KLHL7
0	HERPUD2
0	CBX3
1	HNRNPA2B1
2	WIPF3
0	NXPH1
0	NPY
0	FAM126A
0	HOXA7
0	INHBA
1	FKBP9
1	NT5C3A
1	ARL4A
0	CCZ1
0	POLM
0	RAMP3
0	FTSJ2
0	TWIST1
0	SMU1
0	GLIPR2
0	SLC25A51
0	CLTA
0	RECK
5	SPINK4
5	OR2S2
9	TAF1L
0	ACO1
0	KIAA1045
0	DNAI1
0	DCAF10
0	CNTFR
0	KIAA1549
1	TRIM24
4	C7orf49
0	CALD1
0	AKR1D1
5	NUDT10
2	SFTPA1
1	NEUROG3
3	PLAU
3	SRGN
0	CHST3
0	BICC1
1	CISD1
0	EGR2
0	ECD
0	P4HA1
0	SLC25A16
3	ZWINT
0	VPS26A
0	RBM19
0	CIT
0	IFT81
0	ACADS
0	HVCN1
0	DDX54
0	MED13L
1	CDKN2C
0	RNF11
0	RASSF8
0	BHLHE41
0	SSPN
0	ITPR2
2	CCDC91
0	NECAB1
0	WWP1
0	ACOT9
0	PRDX4
0	DDX39A
0	PKN1
0	C19orf43
0	CD97
0	WDR83
0	GIPC1
5	ACTRT1
3	CCDC70
0	SPRYD7
1	EBPL
1	ATP7B
0	ZC3H13
0	NLN
0	CENPK
0	OPTN
0	ITIH5
0	ATF1
0	TSFM
0	NEUROD4
0	ARHGAP9
0	NCKAP1L
0	MMP19
0	PFDN5
0	SPATS2
1	ORMDL2
1	NR4A1
0	PDE1B
0	HOXC13
0	CDK2
0	LRP1
5	HOXC11
0	C12orf44
0	NFE2
0	HOXC12
0	IKZF4
0	SMUG1
0	TUBA1B
1	METTL21B
0	KBTBD4
0	SARDH
0	DBH
1	ATPAF1
1	STIL
5	HJURP
4	IL13RA2
0	COL10A1
0	AMD1
1	NDUFAF4
0	USP45
1	PLP1
5	SERPINA7
5	MORF4L2
5	H2BFWT
1	RAB9B
2	NRK
0	FAM199X
2	ESX1
5	MAGEA9B
8	ATXN3L
0	RAB9A
0	METTL8
0	TTC21B
3	NMI
0	TNFAIP6
0	ACVR1C
0	BAZ2B
0	SLC36A1
0	LPGAT1
1	BATF3
0	G0S2
0	KCNJ2
0	RAP2C
0	EXOSC9
0	PLA2G12A
0	B9D2
0	ADCK4
0	PFKFB2
3	C4BPA
3	C4BPB
0	RAB38
0	GPR83
0	AGO2
0	MXD4
1	CKS2
0	DAW1
0	ACSL3
1	CHPF
0	DNPEP
1	INHA
1	MOGAT1
0	OBSL1
0	FAM124B
2	SLC12A4
0	ENKD1
0	MC3R
0	GCNT7
1	CTCFL
0	FAM210B
3	PI3
3	FAM209A
0	SNX21
3	SLPI
3	WFDC3
0	TTPAL
1	PREX1
0	KCNS1
0	SLC12A5
0	ARHGAP40
2	SDC4
0	NCOA3
0	PIGT
5	SEMG2
0	MATN4
0	NCOA5
0	VAPB
1	PARD6B
